-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2024 through 12/31/2024 in LST
Location: Latitude  21.4858   Longitude 39.1925 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 123.46 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M                    MERRA-2 Temperature at 2 Meters (C) 
ALLSKY_SFC_SW_DWN      CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
ALLSKY_SFC_SW_DNI      CERES SYN1deg All Sky Surface Shortwave Downward Direct Normal Irradiance (Wh/m^2) 
ALLSKY_SFC_SW_DIFF     CERES SYN1deg All Sky Surface Shortwave Diffuse Irradiance (Wh/m^2) 
RH2M                   MERRA-2 Relative Humidity at 2 Meters (%) 
WS2M                   MERRA-2 Wind Speed at 2 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,HR,T2M,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF,RH2M,WS2M
2024,7,9,23,33.69,0.0,0.0,0.0,31.4,2.35
2024,7,10,0,33.21,0.0,0.0,0.0,31.65,2.16
2024,7,10,1,32.79,0.0,0.0,0.0,32.09,1.98
2024,7,10,2,32.34,0.0,0.0,0.0,33.04,1.89
2024,7,10,3,31.88,0.0,0.0,0.0,34.72,1.93
2024,7,10,4,31.35,0.0,0.0,0.0,37.67,2.01
2024,7,10,5,30.79,0.0,0.0,0.0,41.66,2.03
2024,7,10,6,32.14,64.97,21.18,57.98,40.93,2.25
2024,7,10,7,34.53,241.18,140.04,185.48,35.73,3.16
2024,7,10,8,37.36,458.75,401.44,260.83,26.75,3.64
2024,7,10,9,39.43,677.47,506.96,265.72,22.23,3.62
2024,7,10,10,41.06,839.42,602.04,265.06,19.72,3.82
2024,7,10,11,42.2,945.4,669.72,257.03,18.54,4.35
2024,7,10,12,42.87,971.85,660.29,271.56,18.12,5.14
2024,7,10,13,43.05,930.9,653.35,262.34,18.08,5.97
2024,7,10,14,42.82,805.97,512.5,333.72,18.24,6.55
2024,7,10,15,42.14,651.78,502.4,251.62,18.67,6.68
2024,7,10,16,41.09,446.38,380.97,213.57,19.48,6.47
2024,7,10,17,40.02,230.5,220.68,146.22,20.56,6.18
2024,7,10,18,38.82,55.1,25.96,50.3,22.2,5.51
2024,7,10,19,36.93,0.0,0.0,0.0,25.3,4.08
2024,7,10,20,35.76,0.0,0.0,0.0,28.19,3.46
2024,7,10,21,35.19,0.0,0.0,0.0,30.12,3.15
2024,7,10,22,34.63,0.0,0.0,0.0,31.36,2.71
2024,7,10,23,34.15,0.0,0.0,0.0,31.87,2.38
2024,7,11,0,33.62,0.0,0.0,0.0,32.48,2.23
2024,7,11,1,33.09,0.0,0.0,0.0,33.6,2.35
2024,7,11,2,32.67,0.0,0.0,0.0,34.96,2.53
2024,7,11,3,32.23,0.0,0.0,0.0,36.23,2.54
2024,7,11,4,31.73,0.0,0.0,0.0,37.69,2.3
2024,7,11,5,31.06,0.0,0.0,0.0,39.59,1.95
2024,7,11,6,32.65,68.07,39.56,57.08,36.52,2.06
2024,7,11,7,35.26,251.38,261.26,144.98,31.45,3.61
2024,7,11,8,37.82,466.88,414.34,207.82,25.87,4.81
2024,7,11,9,40.3,668.25,510.4,254.87,21.85,5.46
2024,7,11,10,42.17,826.33,602.35,249.23,19.46,5.88
2024,7,11,11,43.39,924.47,588.52,303.82,18.14,6.3
2024,7,11,12,44.08,954.85,594.87,310.22,17.63,6.88
2024,7,11,13,44.22,908.75,559.6,322.08,17.75,7.7
2024,7,11,14,43.73,804.12,527.05,299.64,18.47,8.56
2024,7,11,15,42.69,618.03,376.85,289.18,19.74,9.29
2024,7,11,16,41.15,314.73,109.56,222.95,21.84,9.64
2024,7,11,17,39.29,170.75,46.2,146.1,25.21,9.39
2024,7,11,18,37.28,44.4,4.05,42.26,30.69,8.08
2024,7,11,19,35.39,0.0,0.0,0.0,38.55,5.99
2024,7,11,20,34.47,0.0,0.0,0.0,43.84,4.85
2024,7,11,21,33.96,0.0,0.0,0.0,45.89,3.84
2024,7,11,22,33.45,0.0,0.0,0.0,46.31,2.8
2024,7,11,23,32.99,0.0,0.0,0.0,45.07,2.12
2024,7,12,0,32.78,0.0,0.0,0.0,42.22,1.85
2024,7,12,1,32.78,0.0,0.0,0.0,39.12,1.67
2024,7,12,2,32.77,0.0,0.0,0.0,37.24,1.56
2024,7,12,3,32.51,0.0,0.0,0.0,37.73,1.61
2024,7,12,4,31.98,0.0,0.0,0.0,40.93,1.77
2024,7,12,5,31.45,0.0,0.0,0.0,46.03,1.99
2024,7,12,6,32.61,49.72,5.06,44.53,47.44,2.75
2024,7,12,7,34.48,185.32,50.1,161.91,46.67,4.11
2024,7,12,8,36.76,329.5,99.44,230.63,40.73,4.78
2024,7,12,9,38.89,536.9,220.03,316.69,33.01,5.24
2024,7,12,10,40.6,719.88,315.3,373.61,27.42,5.65
2024,7,12,11,42.26,824.78,386.32,400.43,23.79,6.42
2024,7,12,12,43.37,899.65,525.06,315.14,21.89,7.43
2024,7,12,13,43.75,883.22,535.02,323.57,20.98,8.35
2024,7,12,14,43.59,795.83,508.23,305.48,20.28,9.21
2024,7,12,15,42.83,631.78,463.37,256.46,20.4,9.88
2024,7,12,16,41.26,430.35,356.71,210.23,23.05,9.93
2024,7,12,17,39.34,220.95,218.1,131.93,27.88,9.28
2024,7,12,18,37.27,52.45,23.17,45.01,34.93,7.86
2024,7,12,19,35.33,0.0,0.0,0.0,43.76,6.12
2024,7,12,20,34.16,0.0,0.0,0.0,50.22,4.75
2024,7,12,21,33.36,0.0,0.0,0.0,54.17,3.48
2024,7,12,22,32.62,0.0,0.0,0.0,56.82,2.06
2024,7,12,23,32.01,0.0,0.0,0.0,58.03,1.33
2024,7,13,0,31.72,0.0,0.0,0.0,57.6,1.08
2024,7,13,1,31.6,0.0,0.0,0.0,56.8,1.06
2024,7,13,2,31.39,0.0,0.0,0.0,56.65,1.09
2024,7,13,3,31.15,0.0,0.0,0.0,56.75,1.15
2024,7,13,4,30.86,0.0,0.0,0.0,56.93,1.27
2024,7,13,5,30.68,0.0,0.0,0.0,56.4,1.37
2024,7,13,6,32.05,59.78,18.71,56.48,50.53,1.4
2024,7,13,7,34.82,218.12,129.25,168.32,41.75,2.13
2024,7,13,8,37.55,414.5,256.43,262.73,34.32,2.67
2024,7,13,9,40.62,599.72,320.7,326.95,26.43,3.19
2024,7,13,10,42.93,800.58,502.17,314.24,22.22,3.99
2024,7,13,11,43.95,907.25,559.13,312.56,21.57,5.07
2024,7,13,12,44.11,950.4,551.67,340.62,22.24,6.02
2024,7,13,13,43.82,891.6,588.53,265.67,22.95,6.66
2024,7,13,14,43.4,800.22,594.52,242.59,22.9,7.02
2024,7,13,15,42.9,650.3,527.47,233.45,22.39,7.13
2024,7,13,16,42.06,445.95,414.17,195.03,22.62,7.13
2024,7,13,17,40.65,227.35,233.16,139.44,25.27,6.72
2024,7,13,18,38.59,54.17,31.74,48.21,31.73,5.74
2024,7,13,19,36.34,0.0,0.0,0.0,42.28,4.5
2024,7,13,20,34.82,0.0,0.0,0.0,51.93,3.61
2024,7,13,21,33.77,0.0,0.0,0.0,59.35,2.69
2024,7,13,22,33.05,0.0,0.0,0.0,64.33,1.94
2024,7,13,23,32.54,0.0,0.0,0.0,66.9,1.17
2024,7,14,0,32.19,0.0,0.0,0.0,67.78,0.79
2024,7,14,1,31.75,0.0,0.0,0.0,68.49,0.57
2024,7,14,2,31.27,0.0,0.0,0.0,69.27,0.51
2024,7,14,3,30.87,0.0,0.0,0.0,70.4,0.67
2024,7,14,4,30.54,0.0,0.0,0.0,73.12,1.11
2024,7,14,5,30.13,0.0,0.0,0.0,78.6,1.59
2024,7,14,6,30.47,64.57,41.38,52.36,81.18,2.7
2024,7,14,7,32.16,245.98,258.8,146.18,72.64,2.55
2024,7,14,8,34.39,461.3,443.35,207.86,58.19,1.52
2024,7,14,9,37.86,672.95,541.16,238.53,38.64,1.96
2024,7,14,10,40.58,831.6,600.45,260.4,27.87,2.93
2024,7,14,11,42.38,939.05,650.94,256.25,22.3,4.13
2024,7,14,12,43.28,980.78,681.12,267.06,19.98,5.49
2024,7,14,13,43.46,939.12,676.58,262.3,19.2,6.67
2024,7,14,14,43.2,829.42,587.13,286.14,18.91,7.64
2024,7,14,15,42.47,661.1,534.58,240.13,19.72,8.39
2024,7,14,16,41.19,453.3,397.87,213.19,22.15,8.8
2024,7,14,17,39.43,236.75,239.12,148.71,26.33,8.65
2024,7,14,18,37.27,55.97,32.53,48.56,32.72,7.69
2024,7,14,19,35.17,0.0,0.0,0.0,41.43,5.99
2024,7,14,20,33.98,0.0,0.0,0.0,47.57,4.84
2024,7,14,21,33.23,0.0,0.0,0.0,51.03,4.08
2024,7,14,22,32.63,0.0,0.0,0.0,53.04,3.51
2024,7,14,23,32.05,0.0,0.0,0.0,54.74,3.14
2024,7,15,0,31.53,0.0,0.0,0.0,56.71,2.72
2024,7,15,1,31.07,0.0,0.0,0.0,58.85,2.2
2024,7,15,2,30.59,0.0,0.0,0.0,61.65,1.62
2024,7,15,3,30.3,0.0,0.0,0.0,65.0,1.18
2024,7,15,4,30.22,0.0,0.0,0.0,69.16,1.09
2024,7,15,5,30.22,0.0,0.0,0.0,73.79,1.08
2024,7,15,6,30.98,70.68,78.48,51.29,74.74,1.5
2024,7,15,7,32.59,266.55,362.56,128.41,69.42,2.39
2024,7,15,8,34.68,489.42,534.98,168.64,57.71,3.21
2024,7,15,9,37.7,693.72,634.99,196.66,39.29,4.03
2024,7,15,10,39.78,846.95,696.63,200.68,30.02,4.65
2024,7,15,11,41.08,941.8,697.53,247.67,25.74,5.25
2024,7,15,12,41.27,983.8,694.21,259.71,24.68,5.61
2024,7,15,13,41.56,954.08,763.21,206.63,24.05,5.84
2024,7,15,14,41.47,837.72,745.66,248.25,23.85,6.02
2024,7,15,15,40.85,685.55,644.54,198.8,24.21,6.03
2024,7,15,16,39.88,464.52,447.23,205.32,25.0,5.72
2024,7,15,17,38.68,251.5,322.77,144.15,26.27,5.12
2024,7,15,18,37.33,61.53,75.67,52.14,28.34,4.2
2024,7,15,19,35.66,0.0,0.0,0.0,31.84,2.65
2024,7,15,20,34.68,0.0,0.0,0.0,34.59,2.28
2024,7,15,21,33.78,0.0,0.0,0.0,37.6,1.98
2024,7,15,22,32.99,0.0,0.0,0.0,40.64,1.74
2024,7,15,23,32.25,0.0,0.0,0.0,43.91,1.58
2024,7,16,0,31.52,0.0,0.0,0.0,47.69,1.47
2024,7,16,1,30.86,0.0,0.0,0.0,52.0,1.43
2024,7,16,2,30.27,0.0,0.0,0.0,56.83,1.42
2024,7,16,3,29.74,0.0,0.0,0.0,61.7,1.43
2024,7,16,4,29.29,0.0,0.0,0.0,65.37,1.44
2024,7,16,5,28.96,0.0,0.0,0.0,66.96,1.44
2024,7,16,6,30.23,77.7,150.92,50.21,62.07,1.97
2024,7,16,7,32.51,286.35,477.44,110.03,52.02,2.63
2024,7,16,8,35.09,513.8,650.82,134.29,40.06,3.07
2024,7,16,9,37.37,717.12,742.76,153.63,32.69,3.51
2024,7,16,10,39.07,872.47,764.98,179.88,28.97,4.03
2024,7,16,11,40.17,968.55,832.09,165.84,27.08,4.72
2024,7,16,12,40.81,995.03,853.96,165.61,25.7,5.28
2024,7,16,13,41.07,941.55,670.97,269.11,24.6,5.68
2024,7,16,14,40.94,843.42,680.04,221.83,23.93,5.9
2024,7,16,15,40.53,687.15,647.52,198.41,23.51,5.88
2024,7,16,16,39.83,489.8,596.12,146.15,23.57,5.65
2024,7,16,17,38.76,261.62,400.5,119.81,24.51,5.22
2024,7,16,18,37.36,62.55,91.67,50.66,26.4,4.43
2024,7,16,19,35.46,0.0,0.0,0.0,29.98,2.88
2024,7,16,20,34.23,0.0,0.0,0.0,34.18,2.52
2024,7,16,21,33.02,0.0,0.0,0.0,39.75,2.18
2024,7,16,22,31.98,0.0,0.0,0.0,45.84,1.97
2024,7,16,23,31.12,0.0,0.0,0.0,52.14,1.86
2024,7,17,0,30.4,0.0,0.0,0.0,58.47,1.67
2024,7,17,1,29.83,0.0,0.0,0.0,63.59,1.46
2024,7,17,2,29.4,0.0,0.0,0.0,67.2,1.48
2024,7,17,3,29.03,0.0,0.0,0.0,70.14,1.45
2024,7,17,4,28.87,0.0,0.0,0.0,71.3,1.43
2024,7,17,5,28.69,0.0,0.0,0.0,71.89,1.44
2024,7,17,6,30.15,74.22,127.43,48.8,65.1,2.45
2024,7,17,7,32.74,275.75,440.62,114.58,52.72,3.4
2024,7,17,8,35.57,502.33,617.84,149.39,39.02,4.17
2024,7,17,9,37.81,705.47,689.42,175.42,31.3,4.72
2024,7,17,10,39.56,858.45,750.29,172.87,26.83,5.22
2024,7,17,11,40.77,961.28,796.55,174.01,24.24,5.71
2024,7,17,12,41.5,964.72,676.5,257.19,22.76,6.09
2024,7,17,13,41.74,903.33,625.02,294.21,22.25,6.42
2024,7,17,14,41.63,803.5,552.22,276.15,22.15,6.64
2024,7,17,15,41.17,617.12,432.48,256.13,22.43,6.73
2024,7,17,16,40.31,388.4,244.81,244.59,23.28,6.68
2024,7,17,17,38.93,209.4,149.46,159.04,25.36,6.44
2024,7,17,18,37.1,51.67,25.08,47.91,29.35,5.75
2024,7,17,19,35.14,0.0,0.0,0.0,36.34,4.46
2024,7,17,20,33.76,0.0,0.0,0.0,43.85,3.55
2024,7,17,21,32.62,0.0,0.0,0.0,50.92,2.38
2024,7,17,22,31.95,0.0,0.0,0.0,55.81,1.86
2024,7,17,23,31.29,0.0,0.0,0.0,59.92,1.61
2024,7,18,0,30.46,0.0,0.0,0.0,64.6,1.41
2024,7,18,1,29.87,0.0,0.0,0.0,68.03,1.13
2024,7,18,2,29.55,0.0,0.0,0.0,69.01,0.94
2024,7,18,3,29.58,0.0,0.0,0.0,67.8,0.82
2024,7,18,4,29.52,0.0,0.0,0.0,68.04,0.69
2024,7,18,5,29.09,0.0,0.0,0.0,70.82,0.83
2024,7,18,6,29.75,57.12,27.81,49.25,70.03,1.14
2024,7,18,7,31.7,228.07,225.22,142.49,61.83,1.75
2024,7,18,8,34.03,439.48,401.22,203.58,50.39,2.23
2024,7,18,9,36.62,642.58,504.39,228.83,39.26,2.77
2024,7,18,10,38.92,796.3,516.2,300.28,31.61,3.44
2024,7,18,11,40.39,901.08,579.34,301.9,27.85,4.11
2024,7,18,12,41.08,923.83,585.93,290.95,26.23,4.92
2024,7,18,13,41.13,843.28,499.62,321.19,25.97,5.68
2024,7,18,14,40.78,756.22,419.2,343.13,26.72,6.17
2024,7,18,15,40.23,565.95,291.43,287.87,27.75,6.46
2024,7,18,16,39.13,359.45,159.12,248.16,29.98,6.57
2024,7,18,17,37.79,175.68,65.43,151.48,33.14,6.44
2024,7,18,18,36.32,45.6,6.72,40.28,37.41,5.99
2024,7,18,19,34.92,0.0,0.0,0.0,43.07,4.81
2024,7,18,20,34.01,0.0,0.0,0.0,48.34,3.85
2024,7,18,21,33.26,0.0,0.0,0.0,52.77,2.87
2024,7,18,22,32.54,0.0,0.0,0.0,56.53,1.96
2024,7,18,23,31.93,0.0,0.0,0.0,59.33,1.41
2024,7,19,0,31.49,0.0,0.0,0.0,61.4,1.1
2024,7,19,1,31.42,0.0,0.0,0.0,62.8,0.86
2024,7,19,2,31.27,0.0,0.0,0.0,66.1,0.82
2024,7,19,3,31.07,0.0,0.0,0.0,71.11,1.31
2024,7,19,4,30.81,0.0,0.0,0.0,75.99,2.12
2024,7,19,5,30.48,0.0,0.0,0.0,79.86,1.93
2024,7,19,6,30.84,55.4,24.47,50.95,79.35,2.48
2024,7,19,7,32.43,221.9,190.84,145.75,69.06,2.75
2024,7,19,8,34.63,425.2,341.46,222.17,56.12,3.31
2024,7,19,9,36.78,630.55,451.4,271.72,45.78,4.09
2024,7,19,10,38.61,790.9,500.64,306.18,37.74,4.87
2024,7,19,11,40.12,893.2,563.54,298.6,31.7,5.53
2024,7,19,12,41.09,967.28,712.64,246.48,28.06,5.98
2024,7,19,13,41.39,916.17,544.89,345.64,26.56,6.33
2024,7,19,14,41.16,772.95,491.93,357.74,26.53,6.55
2024,7,19,15,40.46,639.42,497.24,256.45,27.61,6.59
2024,7,19,16,39.49,464.3,505.16,171.62,29.14,6.49
2024,7,19,17,38.12,247.7,349.19,125.13,31.8,6.14
2024,7,19,18,36.46,57.88,82.87,42.23,35.94,5.43
2024,7,19,19,34.89,0.0,0.0,0.0,41.77,4.38
2024,7,19,20,33.78,0.0,0.0,0.0,47.4,3.55
2024,7,19,21,32.93,0.0,0.0,0.0,51.89,2.43
2024,7,19,22,32.13,0.0,0.0,0.0,55.32,1.34
2024,7,19,23,31.52,0.0,0.0,0.0,57.37,0.89
2024,7,20,0,31.3,0.0,0.0,0.0,58.06,0.67
2024,7,20,1,31.17,0.0,0.0,0.0,59.57,0.74
2024,7,20,2,30.58,0.0,0.0,0.0,64.69,1.17
2024,7,20,3,29.97,0.0,0.0,0.0,71.66,1.3
2024,7,20,4,29.67,0.0,0.0,0.0,77.19,1.14
2024,7,20,5,29.59,0.0,0.0,0.0,80.13,0.86
2024,7,20,6,30.26,61.4,62.34,47.12,77.51,0.83
2024,7,20,7,32.24,248.38,304.5,133.88,65.01,1.46
2024,7,20,8,34.59,466.7,482.58,184.83,52.38,2.31
2024,7,20,9,37.45,668.8,619.01,181.97,39.91,3.54
2024,7,20,10,40.18,823.58,633.3,233.38,30.08,4.8
2024,7,20,11,41.54,929.33,693.76,210.06,26.83,5.78
2024,7,20,12,42.2,985.25,749.64,237.05,25.28,6.46
2024,7,20,13,42.38,941.05,699.92,274.24,24.28,6.76
2024,7,20,14,42.31,834.72,663.78,293.37,23.32,6.99
2024,7,20,15,41.88,681.1,650.92,180.59,22.82,7.14
2024,7,20,16,41.13,476.1,549.97,158.52,22.72,7.08
2024,7,20,17,39.98,249.55,342.95,119.49,23.5,6.73
2024,7,20,18,38.36,56.17,60.27,46.43,25.9,5.67
2024,7,20,19,36.31,0.0,0.0,0.0,30.48,3.84
2024,7,20,20,34.95,0.0,0.0,0.0,34.21,3.07
2024,7,20,21,34.06,0.0,0.0,0.0,36.36,2.65
2024,7,20,22,33.45,0.0,0.0,0.0,37.13,2.31
2024,7,20,23,32.81,0.0,0.0,0.0,37.77,1.96
2024,7,21,0,32.22,0.0,0.0,0.0,39.15,1.65
2024,7,21,1,31.79,0.0,0.0,0.0,41.6,1.4
2024,7,21,2,31.36,0.0,0.0,0.0,46.18,1.26
2024,7,21,3,31.52,0.0,0.0,0.0,50.92,0.99
2024,7,21,4,31.33,0.0,0.0,0.0,56.56,0.71
2024,7,21,5,30.86,0.0,0.0,0.0,62.27,0.77
2024,7,21,6,31.21,60.78,50.56,52.86,64.27,0.99
2024,7,21,7,33.07,247.5,289.43,135.69,55.85,1.39
2024,7,21,8,35.66,467.98,488.19,188.74,41.48,1.87
2024,7,21,9,38.42,670.6,569.83,225.66,31.04,2.65
2024,7,21,10,40.37,835.03,622.13,247.27,25.97,3.54
2024,7,21,11,41.69,936.45,706.69,223.98,23.41,4.45
2024,7,21,12,42.42,973.15,657.73,260.53,22.02,5.21
2024,7,21,13,42.66,937.88,727.14,196.49,21.24,5.78
2024,7,21,14,42.54,799.03,613.34,236.83,20.79,6.13
2024,7,21,15,42.1,667.5,593.67,208.65,20.64,6.3
2024,7,21,16,41.26,464.12,494.57,174.32,21.06,6.41
2024,7,21,17,39.96,245.75,344.06,121.74,22.33,6.41
2024,7,21,18,38.12,53.6,47.84,43.3,25.27,5.8
2024,7,21,19,36.0,0.0,0.0,0.0,30.78,4.29
2024,7,21,20,34.62,0.0,0.0,0.0,36.39,3.57
2024,7,21,21,33.55,0.0,0.0,0.0,41.17,3.03
2024,7,21,22,32.72,0.0,0.0,0.0,44.64,2.69
2024,7,21,23,32.04,0.0,0.0,0.0,46.96,2.46
2024,7,22,0,31.71,0.0,0.0,0.0,47.65,2.27
2024,7,22,1,31.37,0.0,0.0,0.0,47.97,2.02
2024,7,22,2,30.98,0.0,0.0,0.0,49.14,1.86
2024,7,22,3,30.63,0.0,0.0,0.0,51.61,1.87
2024,7,22,4,30.44,0.0,0.0,0.0,55.16,1.92
2024,7,22,5,30.32,0.0,0.0,0.0,59.56,1.92
2024,7,22,6,31.4,59.83,25.17,52.71,60.41,2.46
2024,7,22,7,33.04,250.15,268.34,157.52,56.17,3.04
2024,7,22,8,35.19,477.23,504.56,193.5,45.67,3.12
2024,7,22,9,37.59,681.58,676.25,198.75,35.67,3.28
2024,7,22,10,39.69,842.72,652.83,245.22,29.57,3.6
2024,7,22,11,41.17,948.72,758.92,201.63,25.73,4.15
2024,7,22,12,42.06,964.47,679.45,257.57,23.66,4.71
2024,7,22,13,42.42,922.67,637.46,277.59,22.64,5.22
2024,7,22,14,42.4,820.65,620.08,243.42,22.06,5.58
2024,7,22,15,42.1,650.95,535.45,231.44,21.63,5.86
2024,7,22,16,41.31,446.42,419.96,196.31,21.94,5.97
2024,7,22,17,39.97,232.4,282.16,124.41,23.5,5.76
2024,7,22,18,38.11,51.88,43.97,41.96,26.57,4.89
2024,7,22,19,35.91,0.0,0.0,0.0,32.02,3.38
2024,7,22,20,34.43,0.0,0.0,0.0,38.01,2.6
2024,7,22,21,33.23,0.0,0.0,0.0,43.7,1.88
2024,7,22,22,32.3,0.0,0.0,0.0,48.51,1.46
2024,7,22,23,31.57,0.0,0.0,0.0,52.62,1.23
2024,7,23,0,30.96,0.0,0.0,0.0,56.64,1.14
2024,7,23,1,30.5,0.0,0.0,0.0,60.12,1.09
2024,7,23,2,30.16,0.0,0.0,0.0,62.39,1.04
2024,7,23,3,29.99,0.0,0.0,0.0,62.94,1.0
2024,7,23,4,29.92,0.0,0.0,0.0,62.48,0.93
2024,7,23,5,29.86,0.0,0.0,0.0,61.55,0.82
2024,7,23,6,30.99,59.4,62.97,48.46,56.13,1.02
2024,7,23,7,32.95,251.45,360.95,121.22,49.89,1.38
2024,7,23,8,35.47,472.8,516.95,164.35,39.5,2.2
2024,7,23,9,37.9,675.88,615.78,197.19,32.62,3.05
2024,7,23,10,40.13,834.78,646.21,240.43,26.62,3.95
2024,7,23,11,41.59,939.3,746.26,199.84,23.3,4.64
2024,7,23,12,42.46,960.97,698.42,234.98,21.34,5.21
2024,7,23,13,42.65,918.45,643.94,265.65,20.79,5.64
2024,7,23,14,42.35,811.25,616.4,241.58,20.85,5.84
2024,7,23,15,41.75,655.78,573.01,205.95,21.15,5.86
2024,7,23,16,40.88,434.98,392.04,198.53,21.7,5.77
2024,7,23,17,39.63,224.0,244.05,136.3,22.98,5.49
2024,7,23,18,37.98,49.55,33.22,43.36,25.27,4.68
2024,7,23,19,36.08,0.0,0.0,0.0,28.77,2.84
2024,7,23,20,34.77,0.0,0.0,0.0,31.99,1.83
2024,7,23,21,33.83,0.0,0.0,0.0,34.93,1.27
2024,7,23,22,33.25,0.0,0.0,0.0,37.25,0.96
2024,7,23,23,33.11,0.0,0.0,0.0,38.98,0.69
2024,7,24,0,33.13,0.0,0.0,0.0,40.55,0.38
2024,7,24,1,32.88,0.0,0.0,0.0,43.24,0.31
2024,7,24,2,32.32,0.0,0.0,0.0,47.79,0.59
2024,7,24,3,31.58,0.0,0.0,0.0,53.64,0.66
2024,7,24,4,30.96,0.0,0.0,0.0,59.24,0.62
2024,7,24,5,30.5,0.0,0.0,0.0,63.84,0.63
2024,7,24,6,31.02,58.28,60.9,51.39,64.87,0.99
2024,7,24,7,32.83,240.35,285.74,140.53,55.26,1.24
2024,7,24,8,35.58,446.98,455.85,216.13,40.0,1.69
2024,7,24,9,38.14,661.4,558.99,241.05,31.29,2.59
2024,7,24,10,39.99,820.53,585.88,275.18,26.79,3.56
2024,7,24,11,41.19,895.55,588.13,302.14,24.52,4.46
2024,7,24,12,41.88,942.17,671.6,246.7,23.22,5.11
2024,7,24,13,42.16,871.88,654.2,231.47,22.37,5.45
2024,7,24,14,42.13,800.47,596.46,251.8,21.67,5.6
2024,7,24,15,41.82,634.28,509.31,235.61,21.23,5.61
2024,7,24,16,41.18,432.7,437.14,174.41,21.27,5.47
2024,7,24,17,40.29,216.88,251.36,121.95,21.95,5.08
2024,7,24,18,38.88,46.92,31.07,40.59,23.85,4.04
2024,7,24,19,36.95,0.0,0.0,0.0,27.19,2.33
2024,7,24,20,36.05,0.0,0.0,0.0,29.5,1.99
2024,7,24,21,35.34,0.0,0.0,0.0,31.56,1.66
2024,7,24,22,34.76,0.0,0.0,0.0,33.18,1.36
2024,7,24,23,34.31,0.0,0.0,0.0,34.12,1.15
2024,7,25,0,34.15,0.0,0.0,0.0,32.98,0.98
2024,7,25,1,33.46,0.0,0.0,0.0,36.94,1.1
2024,7,25,2,32.58,0.0,0.0,0.0,44.61,1.32
2024,7,25,3,31.96,0.0,0.0,0.0,54.23,1.28
2024,7,25,4,31.57,0.0,0.0,0.0,64.34,1.18
2024,7,25,5,31.31,0.0,0.0,0.0,73.21,1.5
2024,7,25,6,31.54,47.47,11.0,44.41,76.82,2.88
2024,7,25,7,32.8,183.4,67.96,157.07,66.73,4.09
2024,7,25,8,34.99,342.88,137.15,242.5,51.52,4.99
2024,7,25,9,36.78,484.17,96.88,367.17,42.57,5.53
2024,7,25,10,37.84,644.42,143.28,447.53,39.65,5.89
2024,7,25,11,38.25,818.75,322.08,421.71,39.08,6.08
2024,7,25,12,38.28,918.33,437.3,463.15,39.43,5.85
2024,7,25,13,38.12,924.92,688.61,236.2,39.82,5.3
2024,7,25,14,38.49,792.25,549.64,281.99,38.76,4.73
2024,7,25,15,38.68,636.62,488.12,250.93,37.82,4.2
2024,7,25,16,38.31,441.77,424.26,185.85,38.14,3.72
2024,7,25,17,37.6,226.02,251.51,133.3,39.31,3.32
2024,7,25,18,36.56,50.2,37.78,40.8,41.7,2.97
2024,7,25,19,35.38,0.0,0.0,0.0,45.39,3.34
2024,7,25,20,34.13,0.0,0.0,0.0,51.23,4.41
2024,7,25,21,33.05,0.0,0.0,0.0,56.18,5.43
2024,7,25,22,32.18,0.0,0.0,0.0,59.68,6.0
2024,7,25,23,31.62,0.0,0.0,0.0,61.88,5.89
2024,7,26,0,31.28,0.0,0.0,0.0,63.46,5.04
2024,7,26,1,30.97,0.0,0.0,0.0,65.71,4.17
2024,7,26,2,30.71,0.0,0.0,0.0,69.26,3.9
2024,7,26,3,30.45,0.0,0.0,0.0,74.25,3.88
2024,7,26,4,30.26,0.0,0.0,0.0,79.33,3.8
2024,7,26,5,30.22,0.0,0.0,0.0,82.14,3.57
2024,7,26,6,30.84,67.22,174.66,40.36,79.33,4.29
2024,7,26,7,32.27,269.65,502.02,87.66,70.55,5.15
2024,7,26,8,34.04,485.58,623.21,126.43,59.45,5.68
2024,7,26,9,35.86,682.2,694.63,153.82,50.57,5.9
2024,7,26,10,37.24,843.95,740.97,174.97,45.22,5.9
2024,7,26,11,37.96,912.42,652.88,268.39,42.68,5.7
2024,7,26,12,38.9,904.2,419.03,444.93,39.88,5.33
2024,7,26,13,39.56,861.35,468.78,372.54,36.96,4.9
2024,7,26,14,39.79,742.95,762.24,460.79,34.99,4.56
2024,7,26,15,39.68,547.8,222.18,369.23,33.66,4.33
2024,7,26,16,39.17,356.38,79.39,284.52,33.02,3.89
2024,7,26,17,38.3,181.02,28.1,152.58,33.58,3.25
2024,7,26,18,37.09,43.22,2.22,39.05,36.19,2.68
2024,7,26,19,35.7,0.0,0.0,0.0,40.69,2.57
2024,7,26,20,34.51,0.0,0.0,0.0,47.19,3.37
2024,7,26,21,33.43,0.0,0.0,0.0,53.78,4.06
